FIPS,Name,have_mentalhealth,have_no_mentalhealth,have_no_alcohol,have_alcohol,no_smoker,smoker,year,p_have_mentalhealth,p_have_no_mentalhealth,p_have_alcohol,p_have_no_alcohol,p_smoker,p_no_smoker
25,Massachusetts,2394,4365,2440,4013,5901,767,2017,0.35419440745672437,0.6458055925432756,0.6218812955214629,0.3781187044785371,0.11502699460107979,0.8849730053989202
26,Michigan,3874,6885,4425,5948,8848,1652,2017,0.36007063853517984,0.6399293614648202,0.5734117420225585,0.42658825797744143,0.15733333333333333,0.8426666666666667
27,Minnesota,4988,11882,6194,9830,14207,2220,2017,0.2956727919383521,0.704327208061648,0.61345481777334,0.38654518222666,0.1351433615389298,0.8648566384610702
28,Mississippi,1660,3284,3017,1684,3983,835,2017,0.33576051779935273,0.6642394822006472,0.3582216549670283,0.6417783450329717,0.17330842673308428,0.8266915732669158
29,Missouri,2331,5170,3843,3356,6064,1312,2017,0.31075856552459674,0.6892414344754033,0.46617585775802195,0.533824142241978,0.17787418655097614,0.8221258134490239
30,Montana,1708,4113,2613,3051,4833,953,2017,0.2934203745060986,0.7065796254939014,0.5386652542372882,0.4613347457627119,0.164707915658486,0.835292084341514
31,Nebraska,4399,10780,6447,8088,12793,2056,2017,0.2898082877659925,0.7101917122340075,0.5564499484004128,0.4435500515995872,0.13846050239073338,0.8615394976092666
32,Nevada,1211,2510,1658,1928,3077,566,2017,0.3254501478097286,0.6745498521902714,0.5376464026770775,0.46235359732292247,0.15536645621740325,0.8446335437825968
33,New Hampshire,1750,3924,2028,3342,4795,708,2017,0.30842439196334154,0.6915756080366584,0.6223463687150838,0.3776536312849162,0.12865709612938397,0.8713429038706161
34,New Jersey,3509,7995,4708,6213,9807,1414,2017,0.30502433936022255,0.6949756606397774,0.5689039465250435,0.4310960534749565,0.1260137242669994,0.8739862757330006
35,New Mexico,2184,4286,3243,2854,5272,982,2017,0.3375579598145286,0.6624420401854714,0.46809906511399046,0.5319009348860095,0.15701950751519028,0.8429804924848098
36,New York,4123,7842,4741,6402,9983,1572,2017,0.34458838278311743,0.6554116172168826,0.5745310957551826,0.42546890424481737,0.13604500216356555,0.8639549978364345
