FIPS,Name,have_mentalhealth,have_no_mentalhealth,have_no_alcohol,have_alcohol,no_smoker,smoker,year,p_have_mentalhealth,p_have_no_mentalhealth,p_have_alcohol,p_have_no_alcohol,p_smoker,p_no_smoker
37,North Carolina,1533,3315,2353,2148,3976,765,2017,0.3162128712871287,0.6837871287128713,0.47722728282603866,0.5227727171739613,0.16135836321451172,0.8386416367854883
38,North Dakota,1999,4889,2718,3893,5695,1047,2017,0.2902148664343786,0.7097851335656213,0.5888670397821812,0.4111329602178188,0.15529516463957282,0.8447048353604272
39,Ohio,3919,8152,6133,5523,9808,2071,2017,0.32466241405020296,0.675337585949797,0.47383321894303365,0.5261667810569663,0.1743412745180571,0.825658725481943
40,Oklahoma,2056,4432,3857,2274,5363,1008,2017,0.31689272503082616,0.6831072749691739,0.37090197357690424,0.6290980264230958,0.1582169204206561,0.841783079579344
41,Oregon,2049,3226,1938,3024,4406,721,2017,0.388436018957346,0.6115639810426541,0.6094316807738815,0.3905683192261185,0.14062804759118394,0.859371952408816
42,Pennsylvania,2407,4070,2581,3634,5244,1109,2017,0.37162266481395706,0.6283773351860429,0.5847144006436041,0.4152855993563958,0.1745631984889029,0.8254368015110971
44,Rhode Island,1839,3735,2071,3173,4705,682,2017,0.32992465016146394,0.670075349838536,0.605072463768116,0.39492753623188404,0.1266010766660479,0.8733989233339521
45,South Carolina,3521,7506,5927,4671,9276,1620,2017,0.319307155164596,0.680692844835404,0.4407435365163238,0.5592564634836762,0.1486784140969163,0.8513215859030837
46,South Dakota,1830,5080,3457,3148,5621,1216,2017,0.26483357452966716,0.7351664254703328,0.4766086298258895,0.5233913701741105,0.1778557847008922,0.8221442152991078
47,Tennessee,1937,3767,3171,2233,4394,1173,2017,0.33958625525946706,0.6604137447405329,0.41321243523316065,0.5867875647668394,0.2107059457517514,0.7892940542482486
48,Texas,3693,8319,6049,5277,10200,1497,2017,0.30744255744255744,0.6925574425574426,0.4659191241391489,0.5340808758608512,0.12798153372659657,0.8720184662734034
49,Utah,3771,6344,7132,2652,9155,816,2017,0.3728126544735541,0.6271873455264458,0.2710547833197056,0.7289452166802943,0.0818373282519306,0.9181626717480694
50,Vermont,2144,4299,2260,3785,5379,839,2017,0.3327642402607481,0.6672357597392519,0.6261373035566584,0.3738626964433416,0.13493084593116758,0.8650691540688324
51,Virginia,2847,6619,4248,4829,7949,1336,2017,0.3007606169448553,0.6992393830551448,0.5320039660680842,0.46799603393191586,0.1438879913839526,0.8561120086160474
53,Washington,4567,8485,5251,7230,11286,1501,2017,0.34990806006742264,0.6500919399325774,0.5792805063696819,0.4207194936303181,0.11738484398216939,0.8826151560178306
54,West Virginia,1865,3529,3497,1803,4189,1184,2017,0.3457545420837968,0.6542454579162031,0.340188679245283,0.6598113207547169,0.2203610645821701,0.7796389354178299
55,Wisconsin,1957,3804,1846,3583,4704,834,2017,0.3396979691025864,0.6603020308974137,0.6599742125621662,0.34002578743783385,0.15059588299024917,0.8494041170097508
56,Wyoming,1279,3138,2042,2259,3710,653,2017,0.28956305184514375,0.7104369481548563,0.5252266914671007,0.47477330853289934,0.14966765986706396,0.850332340132936
66,Guam,497,998,794,623,1118,326,2017,0.33244147157190634,0.6675585284280936,0.43966125617501767,0.5603387438249824,0.2257617728531856,0.7742382271468145
72,Puerto Rico,992,3440,3212,1082,4038,410,2017,0.22382671480144403,0.776173285198556,0.2519795062878435,0.7480204937121565,0.09217625899280575,0.9078237410071942
1,Alabama,2452,4415,4066,2522,5504,1260,2016,0.35707004514343965,0.6429299548565603,0.3828172434729812,0.6171827565270188,0.1862803075103489,0.8137196924896511
2,Alaska,949,1893,1242,1515,2288,523,2016,0.33391977480647433,0.6660802251935257,0.5495103373231773,0.4504896626768226,0.18605478477410176,0.8139452152258982
4,Arizona,3158,7643,5116,5225,9199,1310,2016,0.2923803351541524,0.7076196648458476,0.5052702833381685,0.4947297166618315,0.12465505756970216,0.8753449424302978
5,Arkansas,1600,3596,3394,1652,4258,854,2016,0.30792917628945343,0.6920708237105466,0.3273880301228696,0.6726119698771305,0.16705790297339593,0.832942097026604
6,California,3951,7355,4502,5720,9289,1139,2016,0.3494604634707235,0.6505395365292765,0.5595773821170026,0.44042261788299747,0.10922516302263138,0.8907748369773686
8,Colorado,4918,9801,5350,8038,11914,1743,2016,0.33412595964399755,0.6658740403560024,0.6003884075291306,0.3996115924708694,0.12762685802152743,0.8723731419784726
9,Connecticut,3358,7525,3909,6528,9485,1150,2016,0.30855462648166865,0.6914453735183314,0.6254670882437482,0.3745329117562518,0.1081335213916314,0.8918664786083685
10,Delaware,1098,2883,1813,1992,3260,646,2016,0.27581009796533534,0.7241899020346647,0.5235216819973719,0.47647831800262813,0.16538658474142345,0.8346134152585766
11,District of Columbia,1224,2545,1448,2036,3181,561,2016,0.32475457681082515,0.6752454231891748,0.5843857634902411,0.41561423650975887,0.14991982896846606,0.850080171031534
12,Florida,10026,26139,18499,15610,29587,5475,2016,0.27722936540854415,0.7227706345914559,0.45765047348207216,0.5423495265179278,0.1561519593862301,0.84384804061377
13,Georgia,1511,3764,2843,2190,4336,810,2016,0.2864454976303318,0.7135545023696682,0.4351281541823962,0.5648718458176039,0.15740380878352117,0.8425961912164788
15,Hawaii,2388,5648,3889,3775,6844,934,2016,0.2971627675460428,0.7028372324539572,0.492562630480167,0.507437369519833,0.12008228336333247,0.8799177166366675
16,Idaho,1711,3437,2793,2206,4451,627,2016,0.33236208236208237,0.6676379176379177,0.4412882576515303,0.5587117423484697,0.1234738085860575,0.8765261914139425
17,Illinois,1588,3126,1912,2637,3986,623,2016,0.336868901145524,0.6631310988544761,0.579687843482084,0.42031215651791604,0.135170318941202,0.864829681058798
18,Indiana,3468,7395,5590,4942,8868,1822,2016,0.3192488262910798,0.6807511737089202,0.4692366122293961,0.5307633877706038,0.1704396632366698,0.8295603367633302
19,Iowa,1916,5233,3124,3778,6053,951,2016,0.26800951181983496,0.7319904881801651,0.5473775717183426,0.4526224282816575,0.13577955454026272,0.8642204454597373
20,Kansas,3342,8613,5545,5779,9808,1743,2016,0.2795483061480552,0.7204516938519447,0.5103320381490639,0.4896679618509361,0.1508960263180677,0.8491039736819322
21,Kentucky,3236,6872,6229,3581,7959,2019,2016,0.32014246141669966,0.6798575385833003,0.3650356778797146,0.6349643221202854,0.20234515935057126,0.7976548406494287
22,Louisiana,1743,3416,2743,2156,4136,883,2016,0.3378561736770692,0.6621438263229308,0.4400898142478057,0.5599101857521943,0.1759314604502889,0.824068539549711
23,Maine,3315,6558,3962,5688,8247,1527,2016,0.33576420540869034,0.6642357945913097,0.5894300518134715,0.4105699481865285,0.15623081645181092,0.8437691835481891
24,Maryland,5588,12647,7759,9323,15432,2131,2016,0.30644365231697285,0.6935563476830271,0.5457791827654841,0.45422081723451585,0.1213346239252975,0.8786653760747025
25,Massachusetts,2853,5347,2944,4788,6913,1048,2016,0.34792682926829266,0.6520731707317073,0.619244697361614,0.3807553026383859,0.13164175354854918,0.8683582464514509
26,Michigan,4091,7777,4950,6489,9689,1979,2016,0.34470845972362657,0.6552915402763735,0.5672698662470496,0.43273013375295044,0.16960918752142612,0.8303908124785738
27,Minnesota,4923,11677,5823,10116,14037,2214,2016,0.296566265060241,0.703433734939759,0.6346696781479391,0.365330321852061,0.13623776998338563,0.8637622300166143
28,Mississippi,1456,3516,3263,1552,4071,904,2016,0.2928399034593725,0.7071600965406275,0.3223260643821391,0.6776739356178608,0.18170854271356784,0.8182914572864322
29,Missouri,2162,4845,3741,3062,5636,1285,2016,0.30854859426288,0.69145140573712,0.4500955460826106,0.5499044539173894,0.18566681115445746,0.8143331888455425
30,Montana,1640,4240,2720,3010,4879,951,2016,0.2789115646258503,0.7210884353741497,0.525305410122164,0.47469458987783597,0.16312178387650086,0.8368782161234991
31,Nebraska,4224,10811,6389,8245,12599,2191,2016,0.2809444629198537,0.7190555370801464,0.5634139674730081,0.43658603252699196,0.14814063556457066,0.8518593644354293
32,Nevada,1483,2791,1886,2246,3578,641,2016,0.34698175011698645,0.6530182498830136,0.5435624394966118,0.4564375605033882,0.15193173737852572,0.8480682626214743
33,New Hampshire,1884,4454,2350,3748,5370,842,2016,0.29725465446513094,0.702745345534869,0.6146277468022302,0.38537225319776974,0.13554410817772053,0.8644558918222794
34,New Jersey,2131,5375,3158,3959,6321,977,2016,0.28390620836664004,0.71609379163336,0.5562737108332162,0.44372628916678375,0.13387229377911758,0.8661277062208824
35,New Mexico,1849,4105,3093,2630,4970,838,2016,0.31054753107154853,0.6894524689284515,0.45954918748907914,0.5404508125109209,0.14428374655647383,0.8557162534435262
36,New York,10926,22579,13695,17893,26997,5228,2016,0.32610058200268616,0.6738994179973138,0.5664492845384324,0.4335507154615677,0.1622342901474011,0.8377657098525989
37,North Carolina,1986,4460,3265,2834,5267,1078,2016,0.3080980452994105,0.6919019547005895,0.4646663387440564,0.5353336612559436,0.16989755713159968,0.8301024428684003
38,North Dakota,1553,4100,2218,3260,4704,838,2016,0.2747213868742261,0.7252786131257739,0.5951077035414385,0.4048922964585615,0.15120894983760375,0.8487910501623962
39,Ohio,3671,8532,6247,5596,9830,2169,2016,0.300827665328198,0.6991723346718021,0.472515409946804,0.527484590053196,0.18076506375531295,0.819234936244687
40,Oklahoma,2054,4727,4134,2292,5680,1010,2016,0.302905176227695,0.6970948237723049,0.3566760037348273,0.6433239962651728,0.15097159940209268,0.8490284005979073
41,Oregon,2073,3256,1934,3029,4410,717,2016,0.38900356539688496,0.610996434603115,0.6103163409228289,0.38968365907717106,0.1398478642480983,0.8601521357519017
42,Pennsylvania,2462,4267,2636,3876,5554,1045,2016,0.3658790310595928,0.6341209689404071,0.5952088452088452,0.4047911547911548,0.15835732686770723,0.8416426731322928
44,Rhode Island,1785,3589,1990,3152,4531,730,2016,0.33215481950130255,0.6678451804986975,0.6129910540645663,0.38700894593543367,0.13875689032503327,0.8612431096749668
45,South Carolina,3561,7479,5862,4749,9151,1703,2016,0.32255434782608694,0.6774456521739131,0.4475544246536613,0.5524455753463388,0.15690068177630367,0.8430993182236963
46,South Dakota,1480,4204,2577,2935,4762,861,2016,0.2603800140745954,0.7396199859254047,0.5324746008708273,0.46752539912917274,0.15312110972790324,0.8468788902720967
47,Tennessee,1991,4047,3505,2277,4726,1178,2016,0.3297449486584962,0.6702550513415038,0.3938083708059495,0.6061916291940505,0.19952574525745256,0.8004742547425474
48,Texas,3283,8186,5818,5121,9712,1459,2016,0.2862498910105502,0.7137501089894498,0.4681415120212085,0.5318584879787914,0.13060603347954525,0.8693939665204548
49,Utah,3891,6938,7698,2785,9834,807,2016,0.3593129559516114,0.6406870440483886,0.26566822474482493,0.734331775255175,0.07583873696081195,0.924161263039188
50,Vermont,2141,4312,2289,3921,5421,906,2016,0.3317836665117,0.6682163334883,0.6314009661835749,0.3685990338164251,0.14319582740635373,0.8568041725936463
51,Virginia,2612,6250,4211,4355,7465,1262,2016,0.2947415933197924,0.7052584066802077,0.5084053233714686,0.4915946766285314,0.14460868568809443,0.8553913143119056
53,Washington,4815,9268,5636,7987,12229,1603,2016,0.3419015834694312,0.6580984165305688,0.5862878954708948,0.4137121045291052,0.11589068825910931,0.8841093117408907
54,West Virginia,2362,4676,4493,2419,5492,1523,2016,0.33560670645069623,0.6643932935493038,0.3499710648148148,0.6500289351851852,0.21710620099786174,0.7828937990021383
55,Wisconsin,1683,3545,1727,3185,4242,738,2016,0.321920428462127,0.678079571537873,0.6484120521172638,0.3515879478827362,0.14819277108433734,0.8518072289156626
56,Wyoming,1207,3232,2171,2170,3769,624,2016,0.2719080874070737,0.7280919125929264,0.4998848191660908,0.5001151808339093,0.14204416116549054,0.8579558388345094
66,Guam,472,1095,882,617,1224,299,2016,0.30121250797702614,0.6987874920229739,0.41160773849232823,0.5883922615076718,0.1963230466185161,0.8036769533814839
72,Puerto Rico,1297,4416,4247,1347,5235,495,2016,0.22702608086819534,0.7729739191318047,0.24079370754379692,0.7592062924562031,0.08638743455497382,0.9136125654450262
1,Alabama,2579,5206,4805,2692,6260,1393,2015,0.33127809890815674,0.6687219010918433,0.35907696411898093,0.6409230358810191,0.1820201228276493,0.8179798771723508
2,Alaska,1196,2372,1628,1838,2912,639,2015,0.3352017937219731,0.6647982062780269,0.5302942873629544,0.4697057126370456,0.17994931005350606,0.820050689946494
4,Arizona,2366,5425,3776,3654,6709,889,2015,0.3036837376460018,0.6963162623539982,0.4917900403768506,0.5082099596231494,0.11700447486180574,0.8829955251381942
5,Arkansas,1545,3574,3388,1577,4196,846,2015,0.30181676108614963,0.6981832389138504,0.3176233635448137,0.6823766364551863,0.16779055930186434,0.8322094406981356
6,California,4477,8022,5103,6402,10073,1295,2015,0.3581886550924074,0.6418113449075926,0.5564537157757496,0.44354628422425035,0.11391625615763547,0.8860837438423645
8,Colorado,4322,8977,5174,6965,10682,1673,2015,0.3249868411158734,0.6750131588841266,0.5737704918032787,0.4262295081967213,0.13541076487252124,0.8645892351274788
9,Connecticut,3789,7943,4224,6764,9984,1309,2015,0.322962836685987,0.677037163314013,0.6155806334182745,0.38441936658172554,0.11591251217568405,0.8840874878243159
10,Delaware,1154,2844,1946,1904,3319,612,2015,0.28864432216108055,0.7113556778389195,0.49454545454545457,0.5054545454545455,0.15568557618926482,0.8443144238107352
11,District of Columbia,1109,2804,1491,2202,3294,488,2015,0.28341426015844623,0.7165857398415538,0.5962632006498781,0.40373679935012186,0.12903225806451613,0.8709677419354839
12,Florida,2894,6607,4233,4793,8035,1218,2015,0.3045995158404379,0.6954004841595621,0.5310214934633282,0.46897850653667184,0.13163298389711445,0.8683670161028856
13,Georgia,1352,3225,2498,1904,3798,663,2015,0.29538999344548833,0.7046100065545117,0.4325306678782372,0.5674693321217629,0.14862138533960995,0.85137861466039
15,Hawaii,2037,5085,3295,3501,6035,857,2015,0.2860151642796967,0.7139848357203032,0.5151559741024132,0.4848440258975868,0.12434706906558328,0.8756529309344168
16,Idaho,1860,3840,3178,2365,4910,707,2015,0.3263157894736842,0.6736842105263158,0.42666426123038065,0.5733357387696193,0.12586790101477657,0.8741320989852235
17,Illinois,1888,3346,2206,2890,4460,677,2015,0.3607183798242262,0.6392816201757738,0.5671114599686028,0.43288854003139715,0.1317889818960483,0.8682110181039517
18,Indiana,1939,4011,3146,2613,4929,917,2015,0.32588235294117646,0.6741176470588235,0.45372460496614,0.54627539503386,0.15685939103660623,0.8431406089633938
19,Iowa,1687,4442,2768,3169,5154,867,2015,0.27524881709903737,0.7247511829009626,0.5337712649486273,0.46622873505137274,0.1439960139511709,0.8560039860488291
20,Kansas,6212,16644,10956,10594,18712,3343,2015,0.2717885894294715,0.7282114105705285,0.49160092807424594,0.5083990719257541,0.15157560643844933,0.8484243935615506
21,Kentucky,2787,5864,5625,2699,6743,1793,2015,0.32215928794359033,0.6778407120564096,0.3242431523306103,0.6757568476693897,0.21005154639175258,0.7899484536082474
22,Louisiana,1529,3102,2507,1845,3684,799,2015,0.33016627078384797,0.669833729216152,0.42394301470588236,0.5760569852941176,0.1782288645995985,0.8217711354004015
23,Maine,2908,5996,3766,4937,7523,1303,2015,0.3265947888589398,0.6734052111410602,0.5672756520739974,0.4327243479260025,0.1476319963743485,0.8523680036256515
24,Maryland,3577,8805,5594,6204,10623,1396,2015,0.2888870941689549,0.711112905831045,0.5258518392947957,0.47414816070520427,0.11614943006905733,0.8838505699309427
25,Massachusetts,3149,5935,3433,5035,7520,1221,2015,0.34665345662703656,0.6533465433729635,0.5945914029286726,0.40540859707132737,0.13968653472142775,0.8603134652785722
26,Michigan,3000,5834,3731,4794,7192,1460,2015,0.3395970115462984,0.6604029884537016,0.5623460410557185,0.43765395894428155,0.1687471104946833,0.8312528895053167
27,Minnesota,4725,11805,6153,9842,14034,2293,2015,0.28584392014519056,0.7141560798548094,0.6153172866520787,0.3846827133479212,0.14044221228639678,0.8595577877136032
28,Mississippi,1642,4287,4054,1688,4857,998,2015,0.2769438353853938,0.7230561646146062,0.2939742250087078,0.7060257749912923,0.1704526046114432,0.8295473953885568
29,Missouri,2201,4989,3948,3053,5782,1349,2015,0.30611961057023646,0.6938803894297636,0.43608055992001143,0.5639194400799886,0.189174028887954,0.810825971112046
30,Montana,1639,4321,2685,3103,4964,934,2015,0.275,0.725,0.5361091914305459,0.463890808569454,0.15835876568328247,0.8416412343167176
31,Nebraska,4588,12781,7638,9177,14595,2484,2015,0.26414877079854915,0.7358512292014509,0.5457627118644067,0.4542372881355932,0.14544177059546812,0.8545582294045319
32,Nevada,986,1885,1320,1479,2405,446,2015,0.3434343434343434,0.6565656565656566,0.5284030010718114,0.4715969989281886,0.156436338126973,0.843563661873027
33,New Hampshire,2007,4893,2606,4039,5893,873,2015,0.2908695652173913,0.7091304347826087,0.6078254326561324,0.3921745673438676,0.12902749039314218,0.8709725096068578
34,New Jersey,3200,8032,4713,5977,9511,1448,2015,0.2849002849002849,0.7150997150997151,0.5591206735266604,0.44087932647333955,0.13212884387261611,0.8678711561273839
35,New Mexico,2062,4589,3564,2791,5491,956,2015,0.310028567132762,0.689971432867238,0.43918174665617626,0.5608182533438237,0.14828602450752287,0.8517139754924771
36,New York,4015,8021,5100,6311,10109,1574,2015,0.33358258557660353,0.6664174144233965,0.5530628341074402,0.44693716589255983,0.13472566977659847,0.8652743302234015
37,North Carolina,1970,4638,3478,2809,5411,1088,2015,0.2981234866828087,0.7018765133171913,0.4467949737553682,0.5532050262446317,0.16741037082628096,0.832589629173719
38,North Dakota,1363,3519,1997,2747,4098,725,2015,0.2791888570258091,0.7208111429741909,0.5790472175379426,0.42095278246205736,0.15032137673647109,0.8496786232635289
39,Ohio,3558,8143,6229,5124,9593,1929,2015,0.30407657465173915,0.6959234253482608,0.4513344490443055,0.5486655509556946,0.167418850893942,0.832581149106058
40,Oklahoma,2025,4816,4291,2343,5605,1148,2015,0.2960093553574039,0.7039906446425961,0.35318058486584264,0.6468194151341574,0.16999851917666223,0.8300014808233378
41,Oregon,1936,3304,2051,2936,4403,716,2015,0.36946564885496186,0.6305343511450382,0.5887306998195307,0.4112693001804692,0.1398710685680797,0.8601289314319203
42,Pennsylvania,1897,3749,2470,2926,4623,908,2015,0.33599008147360965,0.6640099185263904,0.5422535211267606,0.45774647887323944,0.16416561200506238,0.8358343879949376
44,Rhode Island,1960,4107,2377,3450,5141,778,2015,0.32305917257293554,0.6769408274270644,0.592071391796808,0.40792860820319204,0.13144112181111675,0.8685588781888832
45,South Carolina,3602,7746,6187,4834,9435,1791,2015,0.3174127599577018,0.6825872400422982,0.43861718537337807,0.5613828146266219,0.15954035275253875,0.8404596472474613
46,South Dakota,1792,5327,3347,3616,5964,1114,2015,0.25172074729596855,0.7482792527040315,0.5193163866149648,0.4806836133850352,0.15738909296411416,0.8426109070358858
47,Tennessee,1842,4024,3718,1878,4604,1105,2015,0.31401295601772927,0.6859870439822707,0.33559685489635455,0.6644031451036455,0.1935540374846733,0.8064459625153266
48,Texas,3943,10420,7669,5962,12099,1817,2015,0.2745248207199053,0.7254751792800946,0.4373853715794879,0.562614628420512,0.13056912906007473,0.8694308709399252
49,Utah,4079,7167,7918,2975,10145,885,2015,0.36270674017428417,0.6372932598257158,0.27311117231249427,0.7268888276875057,0.08023572076155938,0.9197642792384406
50,Vermont,1962,4430,2405,3765,5399,890,2015,0.3069461827284105,0.6930538172715894,0.6102106969205835,0.3897893030794165,0.14151693432978216,0.8584830656702178
51,Virginia,2327,6169,4021,4210,7124,1247,2015,0.2738935969868173,0.7261064030131826,0.5114809865143968,0.4885190134856032,0.14896667064866803,0.851033329351332
53,Washington,5236,10650,6426,8880,13718,1843,2015,0.3295983885181921,0.6704016114818079,0.5801646413171305,0.4198353586828695,0.11843711843711843,0.8815628815628815
54,West Virginia,1880,3982,3843,1862,4497,1336,2015,0.3207096554077107,0.6792903445922893,0.3263803680981595,0.6736196319018405,0.22904165952340133,0.7709583404765986
55,Wisconsin,1975,4160,2198,3695,5014,948,2015,0.32192339038304807,0.6780766096169519,0.6270151026641778,0.3729848973358222,0.1590070446159007,0.8409929553840993
56,Wyoming,1505,3893,2674,2537,4508,773,2015,0.2788069655427936,0.7211930344572064,0.48685473037804644,0.5131452696219536,0.14637379284226473,0.8536262071577353
66,Guam,520,1143,896,688,1247,358,2015,0.3126879134095009,0.6873120865904991,0.43434343434343436,0.5656565656565656,0.22305295950155762,0.7769470404984423
72,Puerto Rico,1179,4183,4013,1225,4869,462,2015,0.21988064155165982,0.7801193584483401,0.23386788850706378,0.7661321114929363,0.08666291502532358,0.9133370849746765
1,Alabama,2906,5568,5415,2793,6878,1490,2014,0.34293131932971443,0.6570686806702856,0.3402777777777778,0.6597222222222222,0.17805927342256214,0.8219407265774379
2,Alaska,1358,2933,1798,2328,3477,749,2014,0.3164763458401305,0.6835236541598695,0.5642268540959767,0.4357731459040233,0.17723615712257454,0.8227638428774254
4,Arizona,4180,10453,6823,6928,12191,1811,2014,0.2856557096972596,0.7143442903027404,0.5038179041524253,0.4961820958475747,0.12933866590487073,0.8706613340951292
5,Arkansas,1559,3566,3253,1592,4008,917,2014,0.3041951219512195,0.6958048780487804,0.3285861713106295,0.6714138286893705,0.18619289340101522,0.8138071065989848
6,California,2987,5771,3144,4099,7233,962,2014,0.34105960264900664,0.6589403973509934,0.5659257213861659,0.434074278613834,0.11738865161683953,0.8826113483831605
8,Colorado,4134,9053,4932,7182,10667,1586,2014,0.31349055888374916,0.6865094411162509,0.5928677563150074,0.40713224368499257,0.1294376887292908,0.8705623112707093
9,Connecticut,2428,5410,2767,4542,6550,897,2014,0.309772901250319,0.690227098749681,0.6214256396223834,0.37857436037761666,0.12045118839801262,0.8795488116019874
10,Delaware,1162,3041,2058,2031,3493,655,2014,0.2764691886747561,0.7235308113252439,0.4966984592809978,0.5033015407190022,0.15790742526518806,0.8420925747348119
11,District of Columbia,1099,2894,1468,2277,3348,484,2014,0.27523165539694466,0.7247683446030554,0.6080106809078771,0.3919893190921228,0.12630480167014613,0.8736951983298539
12,Florida,2773,6771,4129,4853,7936,1271,2014,0.2905490360435876,0.7094509639564124,0.5403028278779782,0.4596971721220218,0.13804713804713806,0.8619528619528619
13,Georgia,1974,4267,3315,2525,5109,843,2014,0.3162954654702772,0.6837045345297228,0.4323630136986301,0.5676369863013698,0.14163306451612903,0.858366935483871
15,Hawaii,2017,5176,3345,3477,5965,925,2014,0.2804115111914361,0.7195884888085639,0.509674582233949,0.490325417766051,0.13425253991291727,0.8657474600870827
16,Idaho,1744,3622,2915,2271,4504,753,2014,0.3250093179276929,0.6749906820723072,0.4379097570381797,0.5620902429618203,0.14323758797793418,0.8567624120220658
17,Illinois,1732,3279,2009,2789,4193,651,2014,0.3456395928956296,0.6543604071043704,0.5812838682784494,0.41871613172155064,0.13439306358381503,0.865606936416185
18,Indiana,3657,7599,6015,4790,9048,1930,2014,0.32489339019189767,0.6751066098081023,0.44331328088847755,0.5566867191115225,0.17580615777008562,0.8241938422299143
19,Iowa,2196,5811,3517,4148,6586,1165,2014,0.2742600224803297,0.7257399775196703,0.5411611219830398,0.4588388780169602,0.15030318668558895,0.849696813314411
20,Kansas,3650,9850,6645,6320,11127,2036,2014,0.27037037037037037,0.7296296296296296,0.4874662553027381,0.5125337446972619,0.1546759857175416,0.8453240142824584
21,Kentucky,3417,7605,7373,3028,8489,2278,2014,0.31001633097441483,0.6899836690255852,0.2911258532833381,0.7088741467166618,0.21157239713940745,0.7884276028605925
22,Louisiana,2115,4529,3473,2906,5195,1319,2014,0.3183323299217339,0.6816676700782661,0.4555572973820348,0.5444427026179652,0.20248695118206939,0.7975130488179306
23,Maine,2983,5963,3757,4949,7486,1322,2014,0.333445115135256,0.666554884864744,0.5684585343441305,0.43154146565586954,0.15009082652134423,0.8499091734786558
24,Maryland,3672,8686,5713,6121,10701,1425,2014,0.2971354588121055,0.7028645411878944,0.5172384654385669,0.48276153456143317,0.11751608114794657,0.8824839188520535
25,Massachusetts,4915,10416,5831,8459,12774,1912,2014,0.32059226404018004,0.67940773595982,0.5919524142757173,0.40804758572428274,0.1301920196105134,0.8698079803894866
26,Michigan,2749,5587,3637,4516,6936,1295,2014,0.32977447216890593,0.670225527831094,0.5539065374708696,0.4460934625291304,0.1573320374195116,0.8426679625804884
27,Minnesota,4638,11551,5908,9634,13531,2311,2014,0.28649082710482426,0.7135091728951758,0.6198687427615494,0.38013125723845065,0.14587804570130034,0.8541219542986996
28,Mississippi,1131,2993,2734,1264,3369,704,2014,0.27424830261881666,0.7257516973811833,0.31615807903951976,0.6838419209604802,0.1728455683771176,0.8271544316228824
29,Missouri,2049,4921,4056,2716,5612,1220,2014,0.293974175035868,0.706025824964132,0.4010632014176019,0.5989367985823981,0.17857142857142858,0.8214285714285714
30,Montana,2078,5283,3316,3849,6088,1211,2014,0.282298600733596,0.717701399266404,0.5371946964410328,0.4628053035589672,0.1659131387861351,0.8340868612138649
31,Nebraska,5764,16368,9559,11888,18480,3249,2014,0.26043737574552683,0.7395626242544732,0.5542966382244603,0.4457033617755397,0.14952367803396382,0.8504763219660362
32,Nevada,1230,2458,1654,1900,3088,563,2014,0.3335140997830803,0.6664859002169198,0.5346088913899831,0.46539110861001687,0.15420432758148453,0.8457956724185155
33,New Hampshire,1768,4323,2327,3437,5003,852,2014,0.2902643244130685,0.7097356755869315,0.5962873004857737,0.4037126995142262,0.14551665243381726,0.8544833475661827
34,New Jersey,3795,9000,5206,6753,10516,1678,2014,0.2966002344665885,0.7033997655334114,0.5646793210134626,0.4353206789865373,0.1376086599967197,0.8623913400032803
35,New Mexico,2626,6206,4589,3665,7043,1322,2014,0.2973278985507246,0.7026721014492754,0.4440271383571602,0.5559728616428399,0.1580394500896593,0.8419605499103407
36,New York,2200,4473,2791,3470,5573,835,2014,0.32968679754233476,0.6703132024576652,0.5542245647660118,0.44577543523398816,0.13030586766541824,0.8696941323345818
37,North Carolina,2068,5114,3882,2922,5817,1165,2014,0.2879420774157616,0.7120579225842384,0.4294532627865961,0.5705467372134039,0.16685763391578345,0.8331423660842165
38,North Dakota,2034,5601,3154,4200,6336,1163,2014,0.26640471512770136,0.7335952848722986,0.5711177590426979,0.42888224095730215,0.15508734497933058,0.8449126550206694
39,Ohio,3504,7204,5674,4813,8782,1834,2014,0.32723197609264104,0.672768023907359,0.45894917516925715,0.5410508248307428,0.17275810097965336,0.8272418990203466
40,Oklahoma,2538,5800,5102,2962,6767,1427,2014,0.3043895418565603,0.6956104581434397,0.36731150793650796,0.6326884920634921,0.17415181840371002,0.8258481815962899
41,Oregon,1824,3313,2010,2877,4301,667,2014,0.3550710531438583,0.6449289468561418,0.5887047268262738,0.4112952731737262,0.13425925925925927,0.8657407407407407
42,Pennsylvania,3461,7283,4994,5335,8680,1809,2014,0.32213328369322414,0.6778667163067759,0.516506922257721,0.483493077742279,0.17246639336447708,0.8275336066355229
44,Rhode Island,1947,4396,2295,3654,5275,822,2014,0.3069525461138263,0.6930474538861737,0.6142208774583964,0.3857791225416036,0.1348204034771199,0.8651795965228801
45,South Carolina,3393,7406,5921,4540,8806,1829,2014,0.3141957588665617,0.6858042411334383,0.43399292610649076,0.5660070738935092,0.17197931358721202,0.8280206864127879
46,South Dakota,1772,5532,3309,3733,6016,1170,2014,0.24260679079956188,0.7573932092004381,0.5301050837830162,0.4698949162169838,0.16281658780962985,0.8371834121903702
47,Tennessee,1555,3477,3141,1626,3882,969,2014,0.30902225755166934,0.6909777424483307,0.3410950283196979,0.658904971680302,0.1997526283240569,0.8002473716759431
48,Texas,3993,11016,7631,6511,12688,1848,2014,0.26604037577453526,0.7339596242254647,0.4604016405034649,0.5395983594965351,0.1271326362135388,0.8728673637864612
