FIPS,Name,have_mentalhealth,have_no_mentalhealth,no_internet,internet,year,p_have_mentalhealth,p_have_no_mentalhealth,p_internet,p_no_internet
2,Alaska,949,1893,396,2485,2016,0.33391977480647433,0.6660802251935257,0.8625477264838598,0.13745227351614023
4,Arizona,3158,7643,2071,8754,2016,0.2923803351541524,0.7076196648458476,0.8086836027713626,0.1913163972286374
5,Arkansas,1600,3596,1593,3660,2016,0.30792917628945343,0.6920708237105466,0.6967447173043975,0.30325528269560253
6,California,3951,7355,1733,9291,2016,0.3494604634707235,0.6505395365292765,0.8427975326560232,0.15720246734397678
8,Colorado,4918,9801,1958,12621,2016,0.33412595964399755,0.6658740403560024,0.8656972357500514,0.13430276424994855
9,Connecticut,3358,7525,1825,9079,2016,0.30855462648166865,0.6914453735183314,0.8326302274394718,0.16736977256052823
10,Delaware,1098,2883,814,3209,2016,0.27581009796533534,0.7241899020346647,0.7976634352473279,0.20233656475267214
11,District of Columbia,1224,2545,647,3179,2016,0.32475457681082515,0.6752454231891748,0.830893883951908,0.169106116048092
12,Florida,10026,26139,8239,28021,2016,0.27722936540854415,0.7227706345914559,0.7727799227799228,0.22722007722007723
13,Georgia,1511,3764,1306,3985,2016,0.2864454976303318,0.7135545023696682,0.7531657531657532,0.24683424683424685
15,Hawaii,2388,5648,1523,6472,2016,0.2971627675460428,0.7028372324539572,0.8095059412132583,0.19049405878674172
16,Idaho,1711,3437,956,4235,2016,0.33236208236208237,0.6676379176379177,0.8158350992101715,0.18416490078982856
17,Illinois,1588,3126,852,3856,2016,0.336868901145524,0.6631310988544761,0.8190314358538657,0.18096856414613424
18,Indiana,3468,7395,2577,8370,2016,0.3192488262910798,0.6807511737089202,0.7645930391888188,0.23540696081118115
19,Iowa,1916,5233,1442,5734,2016,0.26800951181983496,0.7319904881801651,0.7990523968784838,0.20094760312151616
20,Kansas,3342,8613,1933,9975,2016,0.2795483061480552,0.7204516938519447,0.8376721531743366,0.16232784682566342
21,Kentucky,3236,6872,2247,7941,2016,0.32014246141669966,0.6798575385833003,0.7794464075382803,0.22055359246171968
22,Louisiana,1743,3416,1473,3728,2016,0.3378561736770692,0.6621438263229308,0.7167852336089213,0.2832147663910786
23,Maine,3315,6558,1616,8338,2016,0.33576420540869034,0.6642357945913097,0.8376532047418124,0.16234679525818765
24,Maryland,5588,12647,3123,15132,2016,0.30644365231697285,0.6935563476830271,0.828923582580115,0.17107641741988497
25,Massachusetts,2853,5347,1298,7025,2016,0.34792682926829266,0.6520731707317073,0.8440466178060796,0.15595338219392046
26,Michigan,4091,7777,2035,9882,2016,0.34470845972362657,0.6552915402763735,0.8292355458588571,0.1707644541411429
27,Minnesota,4923,11677,2331,14361,2016,0.296566265060241,0.703433734939759,0.8603522645578721,0.13964773544212797
28,Mississippi,1456,3516,1669,3413,2016,0.2928399034593725,0.7071600965406275,0.6715859897678079,0.3284140102321921
29,Missouri,2162,4845,1674,5392,2016,0.30854859426288,0.69145140573712,0.7630908576280782,0.23690914237192187
30,Montana,1640,4240,1328,4597,2016,0.2789115646258503,0.7210884353741497,0.7758649789029536,0.22413502109704642
31,Nebraska,4224,10811,3093,11960,2016,0.2809444629198537,0.7190555370801464,0.7945260081046968,0.20547399189530327
32,Nevada,1483,2791,701,3608,2016,0.34698175011698645,0.6530182498830136,0.8373172429798097,0.1626827570201903
33,New Hampshire,1884,4454,928,5427,2016,0.29725465446513094,0.702745345534869,0.8539732494099135,0.14602675059008655
34,New Jersey,2131,5375,1383,6124,2016,0.28390620836664004,0.71609379163336,0.815771946183562,0.184228053816438
35,New Mexico,1849,4105,1482,4424,2016,0.31054753107154853,0.6894524689284515,0.7490687436505249,0.2509312563494751
36,New York,10926,22579,6923,26437,2016,0.32610058200268616,0.6738994179973138,0.7924760191846523,0.20752398081534773
37,North Carolina,1986,4460,1427,5037,2016,0.3080980452994105,0.6919019547005895,0.7792388613861386,0.22076113861386137
38,North Dakota,1553,4100,1138,4513,2016,0.2747213868742261,0.7252786131257739,0.7986197133250752,0.2013802866749248
39,Ohio,3671,8532,2807,9495,2016,0.300827665328198,0.6991723346718021,0.7718257193952203,0.2281742806047797
40,Oklahoma,2054,4727,1530,5332,2016,0.302905176227695,0.6970948237723049,0.7770329350043719,0.2229670649956281
41,Oregon,2073,3256,643,4736,2016,0.38900356539688496,0.610996434603115,0.8804610522401933,0.11953894775980665
42,Pennsylvania,2462,4267,1135,5614,2016,0.3658790310595928,0.6341209689404071,0.831826937324048,0.168173062675952
44,Rhode Island,1785,3589,969,4426,2016,0.33215481950130255,0.6678451804986975,0.820389249304912,0.17961075069508806
45,South Carolina,3561,7479,2898,8246,2016,0.32255434782608694,0.6774456521739131,0.7399497487437185,0.2600502512562814
46,South Dakota,1480,4204,1129,4601,2016,0.2603800140745954,0.7396199859254047,0.8029668411867364,0.19703315881326353
47,Tennessee,1991,4047,1519,4570,2016,0.3297449486584962,0.6702550513415038,0.7505337493841353,0.24946625061586467
48,Texas,3283,8186,2486,9078,2016,0.2862498910105502,0.7137501089894498,0.7850224835696991,0.21497751643030094
49,Utah,3891,6938,1259,9649,2016,0.3593129559516114,0.6406870440483886,0.8845801246791346,0.11541987532086542
50,Vermont,2141,4312,1015,5467,2016,0.3317836665117,0.6682163334883,0.8434125269978402,0.15658747300215983
51,Virginia,2612,6250,1631,7288,2016,0.2947415933197924,0.7052584066802077,0.8171319654669806,0.1828680345330194
53,Washington,4815,9268,1871,12268,2016,0.3419015834694312,0.6580984165305688,0.8676709809746093,0.13232901902539076
54,West Virginia,2362,4676,1742,5355,2016,0.33560670645069623,0.6643932935493038,0.7545441735944766,0.24545582640552346
55,Wisconsin,1683,3545,902,4225,2016,0.321920428462127,0.678079571537873,0.8240686561341916,0.17593134386580847
56,Wyoming,1207,3232,845,3627,2016,0.2719080874070737,0.7280919125929264,0.811046511627907,0.18895348837209303
66,Guam,472,1095,345,1216,2016,0.30121250797702614,0.6987874920229739,0.7789878283151825,0.22101217168481743
72,Puerto Rico,1297,4416,2456,3317,2016,0.22702608086819534,0.7729739191318047,0.5745712800970033,0.4254287199029967
1,Alabama,2579,5206,2297,5551,2015,0.33127809890815674,0.6687219010918433,0.7073139653414883,0.29268603465851173
2,Alaska,1196,2372,516,3117,2015,0.3352017937219731,0.6647982062780269,0.8579686209744013,0.14203137902559868
4,Arizona,2366,5425,1481,6367,2015,0.3036837376460018,0.6963162623539982,0.811289500509684,0.188710499490316
5,Arkansas,1545,3574,1769,3421,2015,0.30181676108614963,0.6981832389138504,0.6591522157996147,0.34084778420038536
6,California,4477,8022,2089,10236,2015,0.3581886550924074,0.6418113449075926,0.8305070993914807,0.16949290060851926
8,Colorado,4322,8977,1871,11223,2015,0.3249868411158734,0.6750131588841266,0.8571101267756224,0.14288987322437757
9,Connecticut,3789,7943,2342,9449,2015,0.322962836685987,0.677037163314013,0.8013739292680858,0.19862607073191418
10,Delaware,1154,2844,897,3132,2015,0.28864432216108055,0.7113556778389195,0.7773641102010425,0.22263588979895757
11,District of Columbia,1109,2804,883,3060,2015,0.28341426015844623,0.7165857398415538,0.7760588384478824,0.22394116155211768
12,Florida,2894,6607,1901,7681,2015,0.3045995158404379,0.6954004841595621,0.8016071801294093,0.19839281987059068
13,Georgia,1352,3225,1134,3458,2015,0.29538999344548833,0.7046100065545117,0.7530487804878049,0.24695121951219512
15,Hawaii,2037,5085,1328,5728,2015,0.2860151642796967,0.7139848357203032,0.8117913832199547,0.18820861678004536
16,Idaho,1860,3840,1087,4641,2015,0.3263157894736842,0.6736842105263158,0.8102304469273743,0.1897695530726257
17,Illinois,1888,3346,1045,4195,2015,0.3607183798242262,0.6392816201757738,0.8005725190839694,0.19942748091603055
18,Indiana,1939,4011,1396,4590,2015,0.32588235294117646,0.6741176470588235,0.7667891747410625,0.23321082525893752
19,Iowa,1687,4442,1334,4799,2015,0.27524881709903737,0.7247511829009626,0.7824881787053645,0.2175118212946356
20,Kansas,6212,16644,4132,18574,2015,0.2717885894294715,0.7282114105705285,0.8180216682815115,0.1819783317184885
21,Kentucky,2787,5864,2223,6510,2015,0.32215928794359033,0.6778407120564096,0.7454482995534181,0.25455170044658193
22,Louisiana,1529,3102,1402,3222,2015,0.33016627078384797,0.669833729216152,0.6967993079584776,0.3032006920415225
23,Maine,2908,5996,1582,7422,2015,0.3265947888589398,0.6734052111410602,0.8243003109729009,0.17569968902709907
24,Maryland,3577,8805,2421,10002,2015,0.2888870941689549,0.711112905831045,0.8051195363438783,0.19488046365612172
25,Massachusetts,3149,5935,1572,7503,2015,0.34665345662703656,0.6533465433729635,0.8267768595041323,0.17322314049586776
26,Michigan,3000,5834,1497,7350,2015,0.3395970115462984,0.6604029884537016,0.8307900983384198,0.1692099016615802
27,Minnesota,4725,11805,2567,14091,2015,0.28584392014519056,0.7141560798548094,0.8458998679313243,0.1541001320686757
28,Mississippi,1642,4287,2306,3653,2015,0.2769438353853938,0.7230561646146062,0.6130223191810706,0.38697768081892936
29,Missouri,2201,4989,1862,5397,2015,0.30611961057023646,0.6938803894297636,0.7434908389585342,0.25650916104146576
30,Montana,1639,4321,1445,4559,2015,0.275,0.725,0.7593271152564957,0.24067288474350432
31,Nebraska,4588,12781,3745,13667,2015,0.26414877079854915,0.7358512292014509,0.7849184470480128,0.21508155295198714
32,Nevada,986,1885,494,2411,2015,0.3434343434343434,0.6565656565656566,0.829948364888124,0.17005163511187607
33,New Hampshire,2007,4893,1126,5822,2015,0.2908695652173913,0.7091304347826087,0.8379389752446748,0.16206102475532527
34,New Jersey,3200,8032,2025,9239,2015,0.2849002849002849,0.7150997150997151,0.8202237215909091,0.1797762784090909
35,New Mexico,2062,4589,1769,4856,2015,0.310028567132762,0.689971432867238,0.7329811320754717,0.2670188679245283
36,New York,4015,8021,2609,9492,2015,0.33358258557660353,0.6664174144233965,0.7843979836377158,0.2156020163622841
37,North Carolina,1970,4638,1520,5102,2015,0.2981234866828087,0.7018765133171913,0.7704620960434914,0.2295379039565086
38,North Dakota,1363,3519,1085,3824,2015,0.2791888570258091,0.7208111429741909,0.7789773884701569,0.22102261152984315
39,Ohio,3558,8143,3069,8751,2015,0.30407657465173915,0.6959234253482608,0.7403553299492386,0.2596446700507614
40,Oklahoma,2025,4816,1840,5051,2015,0.2960093553574039,0.7039906446425961,0.7329850529676389,0.26701494703236106
41,Oregon,1936,3304,791,4507,2015,0.36946564885496186,0.6305343511450382,0.8506983767459418,0.14930162325405813
42,Pennsylvania,1897,3749,1187,4505,2015,0.33599008147360965,0.6640099185263904,0.7914617006324666,0.20853829936753338
44,Rhode Island,1960,4107,1282,4856,2015,0.32305917257293554,0.6769408274270644,0.7911371782339525,0.20886282176604756
45,South Carolina,3602,7746,2971,8533,2015,0.3174127599577018,0.6825872400422982,0.7417420027816412,0.25825799721835885
46,South Dakota,1792,5327,1668,5513,2015,0.25172074729596855,0.7482792527040315,0.7677203732070742,0.23227962679292577
47,Tennessee,1842,4024,1689,4188,2015,0.31401295601772927,0.6859870439822707,0.712608473711077,0.2873915262889229
48,Texas,3943,10420,3601,10869,2015,0.2745248207199053,0.7254751792800946,0.7511402902557015,0.24885970974429855
49,Utah,4079,7167,1227,10054,2015,0.36270674017428417,0.6372932598257158,0.8912330467157167,0.1087669532842833
50,Vermont,1962,4430,1033,5404,2015,0.3069461827284105,0.6930538172715894,0.8395215162342706,0.16047848376572937
51,Virginia,2327,6169,1573,7001,2015,0.2738935969868173,0.7261064030131826,0.8165383718217868,0.1834616281782132
53,Washington,5236,10650,2349,13647,2015,0.3295983885181921,0.6704016114818079,0.8531507876969242,0.14684921230307577
54,West Virginia,1880,3982,1564,4343,2015,0.3207096554077107,0.6792903445922893,0.7352293888606738,0.2647706111393262
55,Wisconsin,1975,4160,1201,4930,2015,0.32192339038304807,0.6780766096169519,0.8041102593377916,0.19588974066220846
56,Wyoming,1505,3893,1255,4176,2015,0.2788069655427936,0.7211930344572064,0.7689191677407475,0.23108083225925244
66,Guam,520,1143,369,1280,2015,0.3126879134095009,0.6873120865904991,0.7762280169799879,0.22377198302001214
72,Puerto Rico,1179,4183,2538,2839,2015,0.21988064155165982,0.7801193584483401,0.527989585270597,0.472010414729403
1,Alabama,2906,5568,2771,5756,2014,0.34293131932971443,0.6570686806702856,0.6750322504984168,0.3249677495015832
2,Alaska,1358,2933,531,3775,2014,0.3164763458401305,0.6835236541598695,0.8766836971667441,0.12331630283325593
4,Arizona,4180,10453,2879,11540,2014,0.2856557096972596,0.7143442903027404,0.8003328940980651,0.19966710590193495
5,Arkansas,1559,3566,1711,3364,2014,0.3041951219512195,0.6958048780487804,0.6628571428571428,0.33714285714285713
6,California,2987,5771,1536,6815,2014,0.34105960264900664,0.6589403973509934,0.8160699317447012,0.18393006825529876
8,Colorado,4134,9053,2146,11033,2014,0.31349055888374916,0.6865094411162509,0.8371651870399879,0.16283481296001215
9,Connecticut,2428,5410,1403,6243,2014,0.309772901250319,0.690227098749681,0.8165053622809312,0.1834946377190688
10,Delaware,1162,3041,1002,3219,2014,0.2764691886747561,0.7235308113252439,0.7626154939587776,0.23738450604122247
11,District of Columbia,1099,2894,831,3138,2014,0.27523165539694466,0.7247683446030554,0.7906273620559335,0.20937263794406652
12,Florida,2773,6771,1930,7544,2014,0.2905490360435876,0.7094509639564124,0.7962845682921681,0.20371543170783196
13,Georgia,1974,4267,1516,4586,2014,0.3162954654702772,0.6837045345297228,0.7515568666011144,0.2484431333988856
15,Hawaii,2017,5176,1478,5592,2014,0.2804115111914361,0.7195884888085639,0.790947666195191,0.20905233380480906
16,Idaho,1744,3622,1075,4268,2014,0.3250093179276929,0.6749906820723072,0.7988021710649448,0.20119782893505522
17,Illinois,1732,3279,969,3947,2014,0.3456395928956296,0.6543604071043704,0.8028885272579332,0.19711147274206672
18,Indiana,3657,7599,2808,8440,2014,0.32489339019189767,0.6751066098081023,0.7503556187766715,0.2496443812233286
19,Iowa,2196,5811,1826,6175,2014,0.2742600224803297,0.7257399775196703,0.7717785276840395,0.22822147231596052
20,Kansas,3650,9850,2568,10916,2014,0.27037037037037037,0.7296296296296296,0.8095520617027588,0.1904479382972412
21,Kentucky,3417,7605,3107,7890,2014,0.31001633097441483,0.6899836690255852,0.7174684004728562,0.28253159952714374
22,Louisiana,2115,4529,1835,4809,2014,0.3183323299217339,0.6816676700782661,0.7238109572546658,0.2761890427453341
23,Maine,2983,5963,1711,7234,2014,0.333445115135256,0.666554884864744,0.8087199552822806,0.1912800447177194
24,Maryland,3672,8686,2453,9867,2014,0.2971354588121055,0.7028645411878944,0.8008928571428572,0.19910714285714284
25,Massachusetts,4915,10416,3121,12027,2014,0.32059226404018004,0.67940773595982,0.7939662001584368,0.20603379984156325
26,Michigan,2749,5587,1627,6742,2014,0.32977447216890593,0.670225527831094,0.805592065957701,0.19440793404229895
27,Minnesota,4638,11551,2508,13634,2014,0.28649082710482426,0.7135091728951758,0.8446289183496469,0.15537108165035313
28,Mississippi,1131,2993,1589,2548,2014,0.27424830261881666,0.7257516973811833,0.6159052453468697,0.3840947546531303
29,Missouri,2049,4921,2013,4950,2014,0.293974175035868,0.706025824964132,0.7109004739336493,0.2890995260663507
30,Montana,2078,5283,1855,5540,2014,0.282298600733596,0.717701399266404,0.7491548343475322,0.2508451656524679
31,Nebraska,5764,16368,5264,16822,2014,0.26043737574552683,0.7395626242544732,0.7616589694829303,0.23834103051706965
32,Nevada,1230,2458,674,3032,2014,0.3335140997830803,0.6664859002169198,0.8181327576902321,0.18186724230976795
33,New Hampshire,1768,4323,1010,4973,2014,0.2902643244130685,0.7097356755869315,0.8311883670399465,0.1688116329600535
34,New Jersey,3795,9000,2482,10041,2014,0.2966002344665885,0.7033997655334114,0.8018046793899225,0.19819532061007747
35,New Mexico,2626,6206,2360,6249,2014,0.2973278985507246,0.7026721014492754,0.7258682773841328,0.2741317226158671
36,New York,2200,4473,1486,5107,2014,0.32968679754233476,0.6703132024576652,0.7746094342484453,0.22539056575155467
37,North Carolina,2068,5114,1875,5238,2014,0.2879420774157616,0.7120579225842384,0.7363981442429355,0.2636018557570645
38,North Dakota,2034,5601,1709,5895,2014,0.26640471512770136,0.7335952848722986,0.7752498684902683,0.22475013150973172
39,Ohio,3504,7204,2784,7982,2014,0.32723197609264104,0.672768023907359,0.7414081367267323,0.2585918632732677
40,Oklahoma,2538,5800,2241,6087,2014,0.3043895418565603,0.6956104581434397,0.7309077809798271,0.2690922190201729
41,Oregon,1824,3313,816,4303,2014,0.3550710531438583,0.6449289468561418,0.8405938659894511,0.15940613401054893
42,Pennsylvania,3461,7283,2789,7954,2014,0.32213328369322414,0.6778667163067759,0.7403890905706041,0.2596109094293959
44,Rhode Island,1947,4396,1292,4959,2014,0.3069525461138263,0.6930474538861737,0.7933130699088146,0.2066869300911854
45,South Carolina,3393,7406,3082,7777,2014,0.3141957588665617,0.6858042411334383,0.7161801270835252,0.2838198729164748
46,South Dakota,1772,5532,1730,5586,2014,0.24260679079956188,0.7573932092004381,0.7635319846910881,0.23646801530891198
47,Tennessee,1555,3477,1568,3418,2014,0.30902225755166934,0.6909777424483307,0.685519454472523,0.31448054552747695
48,Texas,3993,11016,3599,11378,2014,0.26604037577453526,0.7339596242254647,0.7596982039126661,0.2403017960873339
49,Utah,5187,9665,1860,12872,2014,0.3492458928090493,0.6507541071909507,0.8737442302470811,0.12625576975291883
50,Vermont,2044,4357,961,5335,2014,0.3193251054522731,0.6806748945477269,0.8473634053367217,0.15263659466327828
51,Virginia,2467,6845,1896,7403,2014,0.2649269759450172,0.7350730240549829,0.7961071082912141,0.20389289170878588
53,Washington,3254,6710,1556,8355,2014,0.32657567242071456,0.6734243275792854,0.8430027242457875,0.1569972757542125
54,West Virginia,1948,4149,1809,4326,2014,0.3195013941282598,0.6804986058717402,0.7051344743276283,0.2948655256723716
55,Wisconsin,2169,4826,1473,5403,2014,0.3100786275911365,0.6899213724088634,0.7857766143106457,0.21422338568935428
56,Wyoming,1671,4633,1530,4680,2014,0.2650697969543147,0.7349302030456852,0.7536231884057971,0.2463768115942029
66,Guam,798,1699,512,1926,2014,0.3195835002002403,0.6804164997997597,0.7899917965545529,0.2100082034454471
72,Puerto Rico,1258,4679,2912,3017,2014,0.21189152770759642,0.7881084722924036,0.5088547815820543,0.4911452184179457
1,Alabama,2131,4203,2353,4131,2013,0.3364382696558257,0.6635617303441743,0.6371067242442936,0.36289327575570635
2,Alaska,1426,3079,629,3942,2013,0.3165371809100999,0.6834628190899001,0.862393349376504,0.13760665062349595
4,Arizona,1314,2866,1020,3211,2013,0.31435406698564594,0.6856459330143541,0.7589222406050579,0.24107775939494208
5,Arkansas,1616,3523,1806,3445,2013,0.3144580657715509,0.6855419342284491,0.656065511331175,0.343934488668825
6,California,4090,7320,2376,8668,2013,0.3584574934268186,0.6415425065731815,0.7848605577689243,0.2151394422310757
8,Colorado,4262,9191,2219,11270,2013,0.3168066602244852,0.6831933397755148,0.8354955889984432,0.16450441100155683
9,Connecticut,2456,5136,1540,6143,2013,0.32349841938883034,0.6765015806111696,0.7995574645320839,0.20044253546791618
10,Delaware,1573,3561,1188,3936,2013,0.30638878067783404,0.693611219322166,0.7681498829039812,0.23185011709601874
11,District of Columbia,1405,3427,1063,3844,2013,0.2907698675496689,0.7092301324503312,0.7833706949256165,0.21662930507438352
12,Florida,10129,23098,8892,24919,2013,0.30484244740722904,0.6951575525927709,0.7370086658188164,0.26299133418118364
13,Georgia,2383,5599,2027,5871,2013,0.29854673014282135,0.7014532698571787,0.7433527475310205,0.2566472524689795
15,Hawaii,2121,5662,1653,6190,2013,0.27251702428369523,0.7274829757163047,0.7892388116792044,0.2107611883207956
16,Idaho,1823,3700,1206,4410,2013,0.3300742350172008,0.6699257649827992,0.7852564102564102,0.21474358974358973
17,Illinois,1904,3660,1281,4317,2013,0.3421998562185478,0.6578001437814522,0.7711682743837085,0.22883172561629153
18,Indiana,3253,6835,2726,7571,2013,0.32246233148295006,0.67753766851705,0.7352626978731669,0.26473730212683305
19,Iowa,2139,5919,2048,6090,2013,0.2654504839910648,0.7345495160089353,0.7483411157532563,0.25165888424674365
20,Kansas,6341,16631,4963,18268,2013,0.27603169075396133,0.7239683092460386,0.7863630493736817,0.2136369506263183
21,Kentucky,3734,7117,3198,7600,2013,0.3441157497004884,0.6558842502995116,0.7038340433413595,0.2961659566586405
22,Louisiana,1557,3590,1647,3587,2013,0.3025063143578784,0.6974936856421217,0.6853267099732518,0.3146732900267482
23,Maine,2556,5394,1682,6397,2013,0.32150943396226417,0.6784905660377358,0.7918059165738334,0.2081940834261666
24,Maryland,3794,8985,2622,10169,2013,0.29689334063698253,0.7031066593630174,0.7950121178953952,0.2049878821046048
25,Massachusetts,5097,9695,3367,11278,2013,0.3445781503515414,0.6554218496484586,0.7700921816319563,0.2299078183680437
26,Michigan,4171,8430,2737,9961,2013,0.3310054757558924,0.6689945242441077,0.7844542447629548,0.2155457552370452
27,Minnesota,4067,10091,2582,11499,2013,0.28725808730046615,0.7127419126995338,0.8166323414530218,0.1833676585469782
28,Mississippi,2117,5181,3076,4295,2013,0.2900794738284462,0.7099205261715539,0.5826889160222494,0.41731108397775063
29,Missouri,2127,4901,2200,4907,2013,0.3026465566306204,0.6973534433693797,0.6904460391163642,0.30955396088363585
