FIPS,Name,have_mentalhealth,have_no_mentalhealth,no_workout,workout,year,p_have_mentalhealth,p_have_no_mentalhealth,p_workout,p_no_workout
26,Michigan,4171,8430,3067,9147,2013,0.3310054757558924,0.6689945242441077,0.7488947109873915,0.2511052890126085
27,Minnesota,4067,10091,2901,10422,2013,0.28725808730046615,0.7127419126995338,0.7822562485926593,0.2177437514073407
28,Mississippi,2117,5181,2837,4172,2013,0.2900794738284462,0.7099205261715539,0.5952346982451134,0.40476530175488656
29,Missouri,2127,4901,2082,4711,2013,0.3026465566306204,0.6973534433693797,0.6935080229648167,0.30649197703518327
30,Montana,2912,6654,2355,6863,2013,0.30441145724440727,0.6955885427555927,0.7445215881970059,0.25547841180299413
31,Nebraska,4516,12373,4446,11712,2013,0.2673929776777784,0.7326070223222215,0.7248421834385443,0.2751578165614556
32,Nevada,1662,3341,1182,3617,2013,0.33220067959224464,0.6677993204077554,0.7536986872265056,0.24630131277349449
33,New Hampshire,1891,4487,1374,4636,2013,0.2964879272499216,0.7035120727500784,0.7713810316139768,0.2286189683860233
34,New Jersey,3991,9005,3184,8865,2013,0.30709449061249616,0.6929055093875038,0.7357457050377625,0.2642542949622375
35,New Mexico,2800,6364,2149,6363,2013,0.30554343081623747,0.6944565691837625,0.7475328947368421,0.2524671052631579
36,New York,2912,5818,2172,5992,2013,0.3335624284077892,0.6664375715922107,0.7339539441450269,0.26604605585497304
37,North Carolina,2507,6195,2412,5989,2013,0.28809469087566075,0.7119053091243392,0.7128913224616117,0.2871086775383883
38,North Dakota,2111,5506,2165,5215,2013,0.2771432322436655,0.7228567677563346,0.7066395663956639,0.29336043360433606
39,Ohio,3620,8131,3367,7750,2013,0.30805888860522507,0.6919411113947749,0.6971305208239633,0.3028694791760367
40,Oklahoma,2502,5612,2759,5072,2013,0.3083559280256347,0.6916440719743653,0.647682288341208,0.352317711658792
41,Oregon,2149,3712,965,4442,2013,0.36666097935505887,0.6333390206449412,0.8215276493434437,0.1784723506565563
42,Pennsylvania,3683,7510,2933,7631,2013,0.32904493880103636,0.6709550611989636,0.7223589549413101,0.2776410450586899
44,Rhode Island,2058,4370,1619,4303,2013,0.32016179215930307,0.6798382078406969,0.72661263086795,0.27338736913205
45,South Carolina,3218,7283,2812,7255,2013,0.30644700504713834,0.6935529949528616,0.7206715009436774,0.2793284990563226
46,South Dakota,1717,5101,1663,4890,2013,0.25183338222352597,0.7481666177764741,0.7462231039218679,0.25377689607813214
47,Tennessee,1622,4081,2044,3152,2013,0.28441171313343855,0.7155882868665615,0.6066204772902233,0.3933795227097768
48,Texas,2805,7799,3151,6949,2013,0.2645228215767635,0.7354771784232366,0.688019801980198,0.311980198019802
49,Utah,4544,8047,2536,9401,2013,0.36089270113573185,0.6391072988642681,0.7875513110496775,0.21244868895032254
50,Vermont,2004,4299,1324,4662,2013,0.3179438362684436,0.6820561637315564,0.7788172402271968,0.22118275977280322
51,Virginia,2403,5908,2045,5722,2013,0.28913488148237276,0.7108651185176272,0.7367065791167761,0.2632934208832239
53,Washington,3742,7276,2131,8603,2013,0.33962606643673987,0.6603739335632601,0.8014719582634618,0.1985280417365381
54,West Virginia,1835,3963,1883,3886,2013,0.3164884442911349,0.6835115557088651,0.6736002773444271,0.3263997226555729
55,Wisconsin,2096,4429,1510,4313,2013,0.32122605363984674,0.6787739463601532,0.740683496479478,0.25931650352052205
56,Wyoming,1744,4612,1600,4455,2013,0.27438640654499685,0.7256135934550031,0.7357555739058629,0.26424442609413706
66,Guam,616,1263,513,1215,2013,0.32783395423097395,0.672166045769026,0.703125,0.296875
72,Puerto Rico,1402,4557,2944,2978,2013,0.23527437489511663,0.7647256251048834,0.502870651806822,0.497129348193178
1,Alabama,3217,5606,2699,6315,2012,0.36461521024594806,0.6353847897540519,0.7005768804082538,0.29942311959174617
2,Alaska,1250,3005,871,3465,2012,0.2937720329024677,0.7062279670975323,0.7991236162361623,0.20087638376383765
4,Arizona,2281,4907,1738,5547,2012,0.3173344462993879,0.6826655537006121,0.7614275909402882,0.23857240905971175
5,Arkansas,1755,3305,1750,3424,2012,0.3468379446640316,0.6531620553359684,0.6617703904136065,0.33822960958639353
6,California,5223,9272,2643,11028,2012,0.36033114867195587,0.6396688513280442,0.8066710555189818,0.1933289444810182
8,Colorado,3921,8180,2117,10122,2012,0.324022808032394,0.675977191967606,0.8270283519895416,0.17297164801045836
9,Connecticut,2873,5759,2030,6730,2012,0.3328313253012048,0.6671686746987951,0.7682648401826484,0.2317351598173516
10,Delaware,1581,3561,1267,3905,2012,0.3074679113185531,0.6925320886814469,0.7550270688321732,0.24497293116782676
11,District of Columbia,1164,2576,748,3069,2012,0.31122994652406416,0.6887700534759358,0.8040345821325648,0.19596541786743515
12,Florida,2421,4993,1892,5721,2012,0.32654437550579984,0.6734556244942002,0.7514777354525154,0.24852226454748458
13,Georgia,1802,4194,1682,4409,2012,0.3005336891260841,0.699466310873916,0.7238548678377935,0.27614513216220654
15,Hawaii,2174,5326,1356,6224,2012,0.28986666666666666,0.7101333333333333,0.8211081794195251,0.17889182058047493
16,Idaho,1933,3836,1341,4548,2012,0.3350667360027734,0.6649332639972265,0.7722873153336729,0.22771268466632705
17,Illinois,1923,3631,1379,4199,2012,0.3462369463449766,0.6537630536550234,0.7527787737540337,0.2472212262459663
18,Indiana,3049,5413,2462,6166,2012,0.3603167099976365,0.6396832900023635,0.7146499768196569,0.2853500231803431
19,Iowa,1943,5129,1795,5365,2012,0.2747454751131222,0.7252545248868778,0.7493016759776536,0.2506983240223464
20,Kansas,3168,8465,2811,8982,2012,0.27232872002063097,0.7276712799793691,0.7616382599847367,0.23836174001526328
21,Kentucky,3888,7110,3732,7469,2012,0.353518821603928,0.646481178396072,0.6668154629050977,0.33318453709490226
22,Louisiana,2700,6234,3109,5953,2012,0.3022162525184688,0.6977837474815313,0.6569190024277202,0.34308099757227983
23,Maine,3352,6407,2145,7760,2012,0.3434778153499334,0.6565221846500666,0.7834427057041898,0.2165572942958102
24,Maryland,3715,8834,3127,9671,2012,0.2960395250617579,0.7039604749382421,0.75566494764807,0.24433505235192998
25,Massachusetts,7228,14121,5024,16667,2012,0.3385638671600543,0.6614361328399456,0.7683832004056982,0.2316167995943018
26,Michigan,3536,6842,2544,7946,2012,0.3407207554442089,0.6592792445557911,0.7574833174451859,0.24251668255481412
27,Minnesota,3634,8444,2241,9985,2012,0.3008776287464812,0.6991223712535188,0.8167021102568297,0.1832978897431703
28,Mississippi,2245,5376,2617,5164,2012,0.2945807636793072,0.7054192363206928,0.6636679090091248,0.3363320909908752
29,Missouri,2040,4609,1891,4860,2012,0.3068130545946759,0.6931869454053241,0.7198933491334617,0.2801066508665383
30,Montana,2710,5824,2071,6598,2012,0.317553316147176,0.682446683852824,0.7611027800207636,0.23889721997923635
31,Nebraska,5412,13523,4779,14374,2012,0.28581991021917086,0.7141800897808291,0.7504829530621835,0.24951704693781654
32,Nevada,1658,3101,1061,3776,2012,0.3483925194368565,0.6516074805631435,0.7806491627041555,0.21935083729584454
33,New Hampshire,2319,5105,1679,5829,2012,0.31236530172413796,0.6876346982758621,0.7763718700053277,0.22362812999467235
34,New Jersey,4574,10828,4178,11554,2012,0.2969744189066355,0.7030255810933645,0.7344266463259598,0.26557335367404017
35,New Mexico,2870,5804,2023,6750,2012,0.3308738759511183,0.6691261240488817,0.7694061324518409,0.23059386754815914
36,New York,2135,3765,1501,4544,2012,0.36186440677966103,0.638135593220339,0.7516956162117453,0.24830438378825476
37,North Carolina,3504,8178,3248,8641,2012,0.29994863893168977,0.7000513610683102,0.7268062915299857,0.2731937084700143
38,North Dakota,1387,3389,1220,3653,2012,0.2904103852596315,0.7095896147403685,0.7496408783090499,0.25035912169095015
39,Ohio,4120,8667,3663,9333,2012,0.3222022366465942,0.6777977633534058,0.7181440443213296,0.28185595567867033
40,Oklahoma,2529,5378,2549,5465,2012,0.31984317693183256,0.6801568230681675,0.6819316196655852,0.31806838033441476
41,Oregon,1834,3362,918,4374,2012,0.35296381832178597,0.647036181678214,0.826530612244898,0.17346938775510204
42,Pennsylvania,6351,13185,5102,14810,2012,0.32509213759213756,0.6749078624078624,0.7437725994375252,0.2562274005624749
44,Rhode Island,1860,3531,1366,4099,2012,0.34501947690595436,0.6549805230940456,0.7500457456541628,0.24995425434583715
45,South Carolina,3946,8552,3507,9270,2012,0.3157305168827012,0.6842694831172987,0.725522423104015,0.27447757689598495
46,South Dakota,2006,5743,1865,6009,2012,0.2588721125306491,0.7411278874693509,0.7631445262890526,0.23685547371094742
47,Tennessee,1932,4976,2292,4756,2012,0.2796757382744644,0.7203242617255357,0.6748013620885358,0.32519863791146425
48,Texas,2853,6080,2462,6651,2012,0.31937758871599686,0.6806224112840031,0.729836497311533,0.270163502688467
49,Utah,4266,7952,2299,10104,2012,0.3491569815027009,0.6508430184972991,0.8146416189631541,0.18535838103684593
50,Vermont,1969,4005,1189,4859,2012,0.32959491128222296,0.670405088717777,0.8034060846560847,0.19659391534391535
51,Virginia,2005,5241,1732,5656,2012,0.2767043886282087,0.7232956113717913,0.7655657823497564,0.23443421765024364
53,Washington,5249,9875,3005,12300,2012,0.347064268711981,0.6529357312880191,0.8036589349885658,0.19634106501143417
54,West Virginia,1677,3649,1751,3657,2012,0.3148704468644386,0.6851295531355613,0.6762204142011834,0.32377958579881655
55,Wisconsin,1655,3582,1203,4087,2012,0.31602062249379415,0.6839793775062059,0.7725897920604915,0.2274102079395085
56,Wyoming,1776,4401,1573,4687,2012,0.2875182127246236,0.7124817872753764,0.7487220447284345,0.2512779552715655
66,Guam,560,1429,548,1483,2012,0.2815485168426345,0.7184514831573655,0.7301821762678483,0.26981782373215163
72,Puerto Rico,1353,4883,2745,3575,2012,0.21696600384862091,0.7830339961513791,0.5656645569620253,0.43433544303797467
1,Alabama,2592,4967,2614,4856,2011,0.34290250033073155,0.6570974996692684,0.6500669344042838,0.3499330655957162
2,Alaska,1079,2343,776,2573,2011,0.31531268264172996,0.68468731735827,0.7682890415049268,0.23171095849507314
4,Arizona,2106,4305,1541,4656,2011,0.3284978942442677,0.6715021057557323,0.7513312893335485,0.24866871066645152
5,Arkansas,1526,3091,1557,2892,2011,0.33051765215507906,0.669482347844921,0.6500337154416723,0.34996628455832773
6,California,6449,11453,3195,13732,2011,0.36023907943246564,0.6397609205675343,0.8112483015300999,0.18875169846990017
8,Colorado,4103,9255,2251,10549,2011,0.3071567599940111,0.692843240005989,0.824140625,0.175859375
9,Connecticut,2246,4497,1661,4927,2011,0.3330861634287409,0.6669138365712591,0.7478749241044323,0.2521250758955677
10,Delaware,1391,3357,1309,3419,2011,0.29296545914069083,0.7070345408593092,0.7231387478849408,0.27686125211505924
11,District of Columbia,1417,3077,871,3485,2011,0.3153093012906097,0.6846906987093903,0.8000459136822773,0.19995408631772268
12,Florida,3909,8113,3255,8309,2011,0.3251538845450008,0.6748461154549992,0.7185230024213075,0.2814769975786925
13,Georgia,2849,6818,2727,6739,2011,0.2947139753801593,0.7052860246198407,0.7119163321360659,0.2880836678639341
15,Hawaii,2081,5453,1533,5849,2011,0.27621449429254047,0.7237855057074595,0.792332701164996,0.20766729883500407
16,Idaho,1990,3990,1299,4485,2011,0.33277591973244147,0.6672240802675585,0.7754149377593361,0.2245850622406639
17,Illinois,1973,3465,1426,3866,2011,0.36281721221037144,0.6371827877896286,0.7305366591080876,0.2694633408919123
18,Indiana,2786,5463,2534,5470,2011,0.3377379076251667,0.6622620923748334,0.683408295852074,0.31659170414792603
19,Iowa,1922,5323,1903,5133,2011,0.2652864044168392,0.7347135955831609,0.7295338260375214,0.2704661739624787
20,Kansas,5755,14666,5740,14532,2011,0.2818177366436511,0.7181822633563488,0.7168508287292817,0.28314917127071826
21,Kentucky,3676,6985,3282,6815,2011,0.3448081793452772,0.6551918206547228,0.6749529563236605,0.3250470436763395
22,Louisiana,3372,7387,3803,6805,2011,0.31341202714006877,0.6865879728599312,0.6414969834087482,0.3585030165912519
23,Maine,4407,8572,3035,9764,2011,0.33954850142537946,0.6604514985746205,0.7628720993827642,0.2371279006172357
24,Maryland,2903,7032,2536,7148,2011,0.2921992954202315,0.7078007045797685,0.738124741842214,0.26187525815778606
25,Massachusetts,6998,14751,5313,15321,2011,0.3217619200882799,0.67823807991172,0.7425123582436755,0.2574876417563245
26,Michigan,3633,7282,2653,8119,2011,0.33284470911589553,0.6671552908841044,0.7537133308577795,0.24628666914222058
27,Minnesota,4671,10389,3095,11544,2011,0.3101593625498008,0.6898406374501992,0.7885784548124872,0.2114215451875128
28,Mississippi,2687,6067,3133,5407,2011,0.3069453963902216,0.6930546036097784,0.6331381733021078,0.36686182669789225
29,Missouri,1882,4420,1892,4242,2011,0.2986353538559188,0.7013646461440812,0.6915552657319857,0.30844473426801433
30,Montana,3240,6842,2532,7307,2011,0.3213648085697282,0.6786351914302717,0.7426567740624047,0.2573432259375953
31,Nebraska,7425,17611,7134,17299,2011,0.29657293497363796,0.703427065026362,0.7080178447182089,0.291982155281791
32,Nevada,1731,3675,1134,3966,2011,0.3201997780244173,0.6798002219755827,0.7776470588235294,0.2223529411764706
33,New Hampshire,2001,4260,1422,4746,2011,0.319597508385242,0.6804024916147581,0.769455252918288,0.23054474708171208
34,New Jersey,4553,10180,3840,10354,2011,0.309034141043915,0.690965858956085,0.7294631534451177,0.27053684655488236
35,New Mexico,2962,6320,2303,6561,2011,0.31911226028873085,0.6808877397112691,0.7401850180505415,0.25981498194945846
36,New York,2602,4900,1849,5427,2011,0.34684084244201546,0.6531591575579845,0.7458768554150632,0.2541231445849368
37,North Carolina,3299,8019,3077,8053,2011,0.2914825940978972,0.7085174059021029,0.723539982030548,0.2764600179694519
38,North Dakota,1528,3666,1426,3616,2011,0.29418559876780903,0.705814401232191,0.7171757239190797,0.28282427608092026
39,Ohio,3175,6567,2740,6732,2011,0.32590843769246564,0.6740915623075344,0.7107263513513513,0.28927364864864863
40,Oklahoma,2807,5579,2819,5464,2011,0.3347245409015025,0.6652754590984975,0.6596643728117831,0.3403356271882168
41,Oregon,2038,4085,1108,4791,2011,0.3328433774293647,0.6671566225706353,0.8121715545007628,0.18782844549923716
42,Pennsylvania,3895,7339,2988,7891,2011,0.3467153284671533,0.6532846715328468,0.7253424027943745,0.2746575972056255
44,Rhode Island,2226,4212,1667,4616,2011,0.34575955265610436,0.6542404473438956,0.7346808849275823,0.2653191150724176
45,South Carolina,3934,8653,3414,8951,2011,0.312544688964805,0.6874553110351951,0.7238980994743227,0.2761019005256773
46,South Dakota,2074,6055,2250,5795,2011,0.25513593307909954,0.7448640669209005,0.7203231821006837,0.27967681789931637
47,Tennessee,1445,4342,2190,3416,2011,0.2496975980646276,0.7503024019353723,0.6093471280770603,0.3906528719229397
48,Texas,4484,10044,4056,10169,2011,0.3086453744493392,0.6913546255506607,0.7148681898066784,0.2851318101933216
49,Utah,4418,8052,2423,9740,2011,0.35429029671210904,0.6457097032878909,0.8007892789607827,0.1992107210392173
50,Vermont,2318,4656,1465,5459,2011,0.3323774017780327,0.6676225982219673,0.78841709994223,0.21158290005777008
51,Virginia,1832,4615,1611,4588,2011,0.28416317667132,0.71583682332868,0.7401193740925955,0.2598806259074044
53,Washington,4592,9951,3112,11357,2011,0.3157532833665681,0.6842467166334318,0.7849194830326905,0.21508051696730943
54,West Virginia,1693,3503,1953,3285,2011,0.3258275596612779,0.6741724403387221,0.627147766323024,0.37285223367697595
55,Wisconsin,1628,3611,1192,3666,2011,0.3107463256346631,0.6892536743653369,0.7546315356113626,0.2453684643886373
56,Wyoming,2161,4587,1719,4834,2011,0.3202430349733254,0.6797569650266746,0.7376773996642759,0.2623226003357241
66,Guam,462,1395,610,1219,2011,0.24878836833602586,0.7512116316639742,0.6664844177145981,0.33351558228540185
72,Puerto Rico,1463,5073,3335,3231,2011,0.2238372093023256,0.7761627906976745,0.49208041425525434,0.5079195857447456
1,Alabama,2385,5102,2650,5005,2010,0.3185521570722586,0.6814478429277414,0.6538210320052253,0.34617896799477466
2,Alaska,603,1287,482,1473,2010,0.319047619047619,0.680952380952381,0.7534526854219948,0.2465473145780051
4,Arizona,1805,3884,1496,4251,2010,0.3172789593953243,0.6827210406046756,0.7396902731860101,0.2603097268139899
5,Arkansas,1219,2701,1366,2649,2010,0.310969387755102,0.6890306122448979,0.6597758405977584,0.3402241594022416
6,California,6333,11327,3718,14057,2010,0.3586070215175538,0.6413929784824463,0.7908298171589311,0.20917018284106892
8,Colorado,3613,7883,2372,9277,2010,0.31428322894919974,0.6857167710508003,0.796377371448193,0.20362262855180702
9,Connecticut,2125,4553,1712,5055,2010,0.31820904462413896,0.681790955375861,0.747007536574553,0.252992463425447
10,Delaware,1253,2952,1154,3084,2010,0.2979785969084423,0.7020214030915577,0.7277017461066541,0.27229825389334594
11,District of Columbia,1181,2732,808,3165,2010,0.30181446460516226,0.6981855353948377,0.7966272338283413,0.2033727661716587
12,Florida,10839,23358,10268,24750,2010,0.31695762786209314,0.6830423721379069,0.7067793706094009,0.2932206293905991
13,Georgia,1631,4026,1708,4071,2010,0.28831536149902776,0.7116846385009723,0.7044471361827306,0.2955528638172694
15,Hawaii,1716,4777,1247,5304,2010,0.2642846141999076,0.7357153858000924,0.8096473820790719,0.1903526179209281
16,Idaho,2232,4643,1675,5322,2010,0.3246545454545455,0.6753454545454546,0.7606116907245962,0.23938830927540375
17,Illinois,1930,3244,1471,3730,2010,0.37301894085813686,0.6269810591418632,0.717169775043261,0.2828302249567391
18,Indiana,3378,6626,3129,7071,2010,0.3376649340263894,0.6623350659736106,0.6932352941176471,0.30676470588235294
19,Iowa,1551,4456,1690,4405,2010,0.2581987681038788,0.7418012318961212,0.7227235438884332,0.27727645611156687
20,Kansas,2317,6135,2350,6211,2010,0.27413629910080456,0.7258637008991955,0.7254993575516879,0.2745006424483121
21,Kentucky,2811,5111,2893,5163,2010,0.35483463771774804,0.645165362282252,0.6408887785501489,0.359111221449851
22,Louisiana,2126,4795,2259,4771,2010,0.30718104320184947,0.6928189567981505,0.6786628733997155,0.3213371266002845
23,Maine,2588,5394,1968,6150,2010,0.3242295164119268,0.6757704835880731,0.7575757575757576,0.24242424242424243
24,Maryland,2608,6313,2464,6715,2010,0.29234390763367335,0.7076560923663267,0.7315611722409848,0.2684388277590151
25,Massachusetts,4862,11103,4191,12091,2010,0.30454118383964923,0.6954588161603508,0.7425991892887852,0.25740081071121484
26,Michigan,2885,5871,2454,6405,2010,0.3294883508451348,0.6705116491548653,0.7229935658652218,0.2770064341347782
27,Minnesota,2408,6344,1988,6969,2010,0.27513711151736747,0.7248628884826326,0.7780506866138216,0.2219493133861784
28,Mississippi,2377,5553,2970,5113,2010,0.29974779319041617,0.7002522068095839,0.6325621675120624,0.36743783248793765
29,Missouri,1658,3690,1726,3701,2010,0.3100224382946896,0.6899775617053104,0.6819605675327068,0.31803943246729316
30,Montana,2332,4846,1916,5382,2010,0.3248815826135414,0.6751184173864586,0.7374623184434091,0.26253768155659085
31,Nebraska,4594,11511,4895,11472,2010,0.28525302701024524,0.7147469729897548,0.7009225881346612,0.2990774118653388
32,Nevada,1265,2615,965,2943,2010,0.32603092783505155,0.6739690721649485,0.7530706243602866,0.2469293756397134
33,New Hampshire,1803,4175,1412,4626,2010,0.3016058882569421,0.6983941117430579,0.7661477310367671,0.23385226896323286
34,New Jersey,3653,8360,3423,9002,2010,0.3040872388246067,0.6959127611753934,0.7245070422535211,0.27549295774647886
35,New Mexico,2203,4694,1702,5292,2010,0.3194142380745252,0.6805857619254748,0.7566485559050615,0.24335144409493853
36,New York,2948,5762,2257,6672,2010,0.3384615384615385,0.6615384615384615,0.7472281330496137,0.2527718669503864
37,North Carolina,3459,8477,3464,8669,2010,0.2897955764075067,0.7102044235924933,0.7144976510343691,0.2855023489656309
38,North Dakota,1287,3388,1318,3437,2010,0.2752941176470588,0.7247058823529412,0.7228180862250263,0.2771819137749737
39,Ohio,3169,6492,2960,6882,2010,0.3280198737190767,0.6719801262809233,0.6992481203007519,0.3007518796992481
40,Oklahoma,2442,5167,2607,5134,2010,0.32093573399921144,0.6790642660007885,0.6632218059682211,0.33677819403177883
41,Oregon,1634,3344,1014,4041,2010,0.3282442748091603,0.6717557251908397,0.799406528189911,0.20059347181008902
42,Pennsylvania,3565,7436,3277,7937,2010,0.32406144895918554,0.6759385510408145,0.7077759942928482,0.2922240057071518
44,Rhode Island,2157,4365,1899,4697,2010,0.33072677092916286,0.6692732290708372,0.712098241358399,0.28790175864160095
45,South Carolina,2710,6431,2901,6490,2010,0.2964664697516683,0.7035335302483317,0.6910872111596209,0.3089127888403791
46,South Dakota,1554,5054,1963,4756,2010,0.23516949152542374,0.7648305084745762,0.7078434290817086,0.2921565709182914
47,Tennessee,1345,4320,1956,3808,2010,0.23742277140335394,0.7625772285966461,0.6606523247744622,0.3393476752255378
48,Texas,5660,11791,5633,12406,2010,0.324336714228411,0.6756632857715891,0.6877321359277122,0.31226786407228785
49,Utah,3424,6573,2051,8110,2010,0.34250275082524756,0.6574972491747524,0.7981497884066528,0.20185021159334712
50,Vermont,2225,4456,1413,5374,2010,0.33303397694955844,0.6669660230504415,0.7918078679829085,0.2081921320170915
51,Virginia,1472,3802,1539,3842,2010,0.2791050436101631,0.7208949563898369,0.7139936814718454,0.2860063185281546
53,Washington,6051,13282,3974,15609,2010,0.3129881549681891,0.6870118450318109,0.7970688862789154,0.2029311137210846
54,West Virginia,1373,2965,1548,2851,2010,0.3165053019824804,0.6834946980175196,0.6481018413275744,0.3518981586724256
55,Wisconsin,1514,3210,1235,3543,2010,0.32049110922946655,0.6795088907705334,0.7415236500627878,0.25847634993721225
56,Wyoming,1787,3950,1539,4293,2010,0.3114868398117483,0.6885131601882517,0.7361111111111112,0.2638888888888889
66,Guam,172,593,206,577,2010,0.22483660130718955,0.7751633986928105,0.7369093231162197,0.26309067688378035
72,Puerto Rico,771,2704,1668,1874,2010,0.2218705035971223,0.7781294964028777,0.5290796160361377,0.4709203839638622
1,Alabama,2153,4463,2391,4391,2009,0.32542321644498184,0.6745767835550182,0.6474491300501327,0.3525508699498673
2,Alaska,738,1625,568,1854,2009,0.3123148539991536,0.6876851460008464,0.7654830718414534,0.23451692815854666
4,Arizona,1736,3667,1375,4094,2009,0.32130297982602257,0.6786970201739774,0.7485829219235692,0.25141707807643077
5,Arkansas,1207,2697,1397,2604,2009,0.30917008196721313,0.6908299180327869,0.6508372906773306,0.34916270932266935
6,California,6092,11224,3767,13621,2009,0.3518133518133518,0.6481866481866482,0.7833563377041638,0.2166436622958362
8,Colorado,3605,8163,2322,9611,2009,0.30633922501699523,0.6936607749830047,0.805413559037962,0.19458644096203803
9,Connecticut,1968,4446,1621,4872,2009,0.3068288119738073,0.6931711880261927,0.7503465270291083,0.24965347297089174
10,Delaware,1293,3022,1133,3226,2009,0.2996523754345307,0.7003476245654693,0.7400779995411791,0.25992200045882086
11,District of Columbia,1202,2642,808,3090,2009,0.31269510926118627,0.6873048907388137,0.7927142124166239,0.2072857875833761
12,Florida,3134,8619,3477,8554,2009,0.2666553220454352,0.7333446779545648,0.7109965921369795,0.28900340786302053
13,Georgia,1538,4223,1698,4188,2009,0.2669675403575768,0.7330324596424231,0.7115188583078491,0.2884811416921509
15,Hawaii,1862,4780,1314,5369,2009,0.2803372478169226,0.7196627521830774,0.8033817147987431,0.19661828520125693
16,Idaho,1661,3654,1328,4052,2009,0.3125117591721543,0.6874882408278458,0.7531598513011153,0.24684014869888476
17,Illinois,2067,3752,1479,4365,2009,0.35521567279601307,0.6447843272039869,0.7469199178644764,0.25308008213552363
18,Indiana,3023,6071,2980,6286,2009,0.3324169782274027,0.6675830217725973,0.6783941290740341,0.3216058709259659
19,Iowa,1545,4396,1646,4373,2009,0.26005722942265613,0.7399427705773439,0.7265326466190397,0.2734673533809603
20,Kansas,5216,13486,4969,13926,2009,0.2789006523366485,0.7210993476633515,0.7370203757607833,0.2629796242392167
21,Kentucky,3410,6126,3596,6052,2009,0.3575922818791946,0.6424077181208053,0.6272802653399668,0.37271973466003316
22,Louisiana,2501,6264,2849,6021,2009,0.28533941814033087,0.7146605818596692,0.6788049605411499,0.32119503945885003
23,Maine,2598,5344,1930,6137,2009,0.3271216318307731,0.6728783681692269,0.7607536878641379,0.23924631213586214
24,Maryland,2603,5837,2235,6342,2009,0.3084123222748815,0.6915876777251185,0.739419377404687,0.26058062259531306
25,Massachusetts,5276,11121,4429,12285,2009,0.32176617673964747,0.6782338232603525,0.7350125643173387,0.26498743568266125
26,Michigan,2974,6129,2634,6609,2009,0.3267054817093266,0.6732945182906734,0.71502758844531,0.28497241155469005
27,Minnesota,1602,3981,1047,4562,2009,0.28694250403009136,0.7130574959699086,0.8133357104653236,0.18666428953467643
28,Mississippi,3293,7704,3960,7221,2009,0.2994453032645267,0.7005546967354733,0.6458277434934263,0.35417225650657364
29,Missouri,1647,3353,1532,3525,2009,0.3294,0.6706,0.6970535890844374,0.30294641091556257
30,Montana,2352,5154,1999,5611,2009,0.3133493205435651,0.6866506794564349,0.7373193166885676,0.26268068331143235
31,Nebraska,4298,11435,4702,11269,2009,0.27318375389309096,0.7268162461069091,0.7055913843841963,0.29440861561580367
32,Nevada,1268,2523,954,2882,2009,0.3344763914534424,0.6655236085465577,0.751303441084463,0.24869655891553702
33,New Hampshire,1862,4069,1455,4528,2009,0.313943685719103,0.686056314280897,0.7568109643991309,0.24318903560086913
34,New Jersey,3640,8385,3458,8916,2009,0.3027027027027027,0.6972972972972973,0.7205430741878132,0.27945692581218684
35,New Mexico,2850,5865,2209,6621,2009,0.3270223752151463,0.6729776247848537,0.7498301245753114,0.25016987542468855
36,New York,2224,4562,1845,5064,2009,0.32773356911287943,0.6722664308871206,0.732957012592271,0.267042987407729
37,North Carolina,4026,9042,3790,9476,2009,0.30808080808080807,0.6919191919191919,0.7143072516206844,0.2856927483793155
38,North Dakota,1274,3424,1424,3336,2009,0.2711792252022137,0.7288207747977863,0.7008403361344537,0.2991596638655462
39,Ohio,3131,6519,2841,6916,2009,0.3244559585492228,0.6755440414507772,0.708824433739879,0.2911755662601209
40,Oklahoma,2527,5197,2725,5108,2009,0.3271620921802175,0.6728379078197825,0.652112855866207,0.3478871441337929
41,Oregon,1245,2993,872,3417,2009,0.29377064653138274,0.7062293534686173,0.7966892049428771,0.20331079505712288
42,Pennsylvania,2834,6169,2684,6473,2009,0.31478396090192157,0.6852160390980784,0.7068909031342142,0.29310909686578573
44,Rhode Island,2010,4213,1796,4491,2009,0.32299533986823076,0.6770046601317693,0.7143311595355496,0.28566884046445046
45,South Carolina,2811,6757,2969,6861,2009,0.2937918060200669,0.7062081939799331,0.6979654120040691,0.3020345879959308
46,South Dakota,1669,5070,2063,4762,2009,0.24766285799079982,0.7523371420092002,0.6977289377289377,0.30227106227106226
47,Tennessee,1388,4122,1930,3643,2009,0.2519056261343013,0.7480943738656988,0.6536874214965009,0.346312578503499
48,Texas,3633,7748,3311,8277,2009,0.31921623758896406,0.6807837624110359,0.7142733862616499,0.28572661373835
49,Utah,3527,6470,2092,8051,2009,0.3528058417525258,0.6471941582474743,0.7937493838114956,0.20625061618850438
50,Vermont,2165,4398,1486,5167,2009,0.3298796282188024,0.6701203717811977,0.7766421163384939,0.22335788366150608
51,Virginia,1375,3703,1370,3812,2009,0.27077589602205593,0.7292241039779441,0.7356233114627557,0.26437668853724433
53,Washington,6290,13728,4514,15748,2009,0.31421720451593566,0.6857827954840643,0.7772184384562235,0.22278156154377654
54,West Virginia,1326,3435,1764,3053,2009,0.27851291745431633,0.7214870825456837,0.6337969690678846,0.3662030309321154
55,Wisconsin,1456,3061,1157,3388,2009,0.3223378348461368,0.6776621651538632,0.7454345434543455,0.25456545654565454
